source_hgnc;interaction_directed_signed;target_hgnc;database;ref;no_ref;source_uniprot;target_uniprot
PRKG1;ACTIVATE;CREB1;"Signor;MIMP;HPRD;PhosphoPoint;KEGG";"9829964;9687510;8688081;11175347";4;Q13976;P16220
PRKG1;INHIBIT;SRF;"PhosphoSite_dir;Signor;PhosphoSite;MIMP";"19778940;12809504";2;Q13976;P11831
PRKG1;INHIBIT;HSPB1;"PhosphoSite_dir;Signor;PhosphoSite;MIMP";"19593530;16097034;14612593;15682460;24816797;12740362;15249501";7;Q13976;P04792
PRKG1;INHIBIT;TBXA2R;"Laudanna_effects;PhosphoSite;Laudanna_sigflow;PhosphoSite_dir;MIMP;Wang;PhosphoSite_noref";NA;0;Q13976;P21731
PRKG1;ACTIVATE;CFTR;"PhosphoSite;Signor;MIMP;HPRD;PhosphoPoint";"1377674;10581361;1377674";3;Q13976;P13569
PRKG1;INHIBIT;LASP1;"PhosphoSite;Signor;PhosphoSite_dir;MIMP;HPRD;PhosphoPoint;phosphoELM";"12571245;22665060;26061439;12571245;12571245;12571245";6;Q13976;Q14847
PRKG1;ACTIVATE;PDE5A;"Laudanna_effects;PhosphoSite;Laudanna_sigflow;HPRD;PhosphoPoint;phosphoELM;MIMP;PhosphoSite_dir;Wang";"12359732;16690614;2168396;25247292;11723116;11723116;2168396";7;Q13976;O76074
PRKG1;ACTIVATE;GNA12;"Wang;Laudanna_effects;Laudanna_sigflow;PhosphoNetworks";NA;0;Q13976;Q03113
PRKG1;INHIBIT;HRH1;"PhosphoSite;Signor;PhosphoSite_dir;MIMP;PhosphoPoint;phosphoELM";"10101032;15107581;15328002;15107581;15107581";5;Q13976;P35367
PRKG1;ACTIVATE;PTS;"PhosphoSite;Signor;MIMP";10531334;1;Q13976;Q03393
PRKG1;ACTIVATE;LIPE;"PhosphoSite;KEGG;MIMP";NA;0;Q13976;Q05469
PRKG1;ACTIVATE;SLC6A4;"PhosphoSite_dir;Signor;PhosphoSite;MIMP";"17913921;17310063;17913921;16112691";4;Q13976;P31645
PRKG1;ACTIVATE;FHOD1;"PhosphoSite;Signor;PhosphoSite_dir;MIMP;HPRD;PhosphoPoint;phosphoELM";"21106951;15051728;21106951;15051728;18239683;15051728;15051728";7;Q13976;Q9Y613
PPP1R17;ACTIVATE;PRKG1;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;PhosphoPoint";10051666;1;O96001;Q13976
PRKG1;ACTIVATE;PPP1R17;"Laudanna_effects;PhosphoSite;Laudanna_sigflow;HPRD;MIMP;Wang;PhosphoPoint;KEGG";10051666;1;Q13976;O96001
PRKG1;ACTIVATE;TTN;"PhosphoSite;Laudanna_effects;Laudanna_sigflow;MIMP;Wang";NA;0;Q13976;Q8WZ42
PRKG1;ACTIVATE;MRVI1;"HPRD;HPRD-phos;PhosphoPoint;KEGG;phosphoELM;BioGRID;MIMP;Wang";"11309393;11309393;10724174;11309393;10724174;11309393";6;Q13976;Q9Y6F6
MCOLN2;ACTIVATE;MCOLN1;TRIP;"16606612;19557826;20736310;19885840";4;Q8IZK6;Q9GZU1
MCOLN1;ACTIVATE;MCOLN2;TRIP;"16606612;19557826;20736310;19885840";4;Q9GZU1;Q8IZK6
MCOLN2;ACTIVATE;MCOLN3;TRIP;"16606612;19557826;20736310;23469151";4;Q8IZK6;Q8TDD5
PRKCA;INHIBIT;ATP2B1;"Laudanna_effects;HPRD;Laudanna_sigflow;MIMP;Wang;PhosphoPoint;CA1";"11779484;9824678;1827443";3;P17252;P20020
CALM1;ACTIVATE;ATP2B1;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;CA1";"6455424;1332771";2;P62158;P20020
CSNK1G1;ACTIVATE;ATP2B1;"Wang;Laudanna_effects;Laudanna_sigflow;CA1";12511555;1;Q9HCP0;P20020
YWHAG;ACTIVATE;TRPM4;TRIP;25047048;1;P61981;Q8TD43
PRKCA;ACTIVATE;YWHAG;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;PhosphoPoint";10433554;1;P17252;P61981
RAF1;ACTIVATE;YWHAG;"Laudanna_effects;HPRD;Laudanna_sigflow;PhosphoPoint;IntAct;BioGRID;Wang;InnateDB";"10620507;25852190;10433554;16093354;16041367;17353931;15664191;11697890;17353931;8702721;10433554";11;P04049;P61981
IGF1R;ACTIVATE;YWHAG;"HPRD;BioGRID;ACSN;PhosphoPoint;DOMINO;IntAct";"15324660;15324660;17353931;15324660;17353931;15324660";6;P08069;P61981
SFN;ACTIVATE;YWHAG;"Laudanna_effects;HPRD;Laudanna_sigflow;ACSN;IntAct;BioGRID;Wang;DOMINO";"15778465;26186194;15778465;15778465;15324660";5;P31947;P61981
YWHAG;ACTIVATE;SFN;"Laudanna_effects;HPRD;Laudanna_sigflow;ACSN;IntAct;BioGRID;Wang;DOMINO";"15778465;26186194;15778465;15778465;15324660";5;P61981;P31947
YWHAQ;ACTIVATE;YWHAG;"Laudanna_effects;HPRD;Laudanna_sigflow;ACSN;DIP;BioGRID;Wang;InnateDB";"22863883;20618440;17085597;21827211;15324660";5;P27348;P61981
YWHAG;ACTIVATE;YWHAQ;"HPRD;BioGRID;DIP;Wang;ACSN;InnateDB";"22863883;20618440;17085597;21827211;15324660";5;P61981;P27348
YWHAG;ACTIVATE;YWHAZ;"Laudanna_effects;BioGRID;Laudanna_sigflow;Wang;ACSN";"26496610;26344197;22863883";3;P61981;P63104
YWHAZ;ACTIVATE;YWHAG;"Laudanna_effects;BioGRID;Laudanna_sigflow;Wang;ACSN";"26496610;26344197;22863883";3;P63104;P61981
BRAF;ACTIVATE;YWHAG;"Laudanna_effects;HPRD;Laudanna_sigflow;PhosphoPoint;IntAct;BioGRID;Wang;DOMINO";"15324660;17979178;15324660;17353931;15324660;17353931;15324660";7;P15056;P61981
LATS2;ACTIVATE;YWHAG;"PhosphoSite;Signor;PhosphoSite_dir;BioGRID;MIMP;PhosphoSite_noref";"21118956;25086053;21118956";3;Q9NRM7;P61981
YWHAG;ACTIVATE;YWHAH;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;ACSN";"26496610;26344197;22863883;15324660";4;P61981;Q04917
YWHAH;ACTIVATE;YWHAG;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;ACSN";"26496610;26344197;22863883;15324660";4;Q04917;P61981
YWHAG;ACTIVATE;YWHAE;"Laudanna_effects;HPRD;Laudanna_sigflow;ACSN;IntAct;DIP;BioGRID;Wang";"17979178;21988832;26344197;20936779;17085597;21988832;20936779;12507503";8;P61981;P62258
YWHAE;ACTIVATE;YWHAG;"Laudanna_effects;HPRD;Laudanna_sigflow;ACSN;IntAct;DIP;BioGRID;Wang";"17979178;21988832;26344197;20936779;17085597;21988832;20936779;12507503";8;P62258;P61981
YWHAB;ACTIVATE;YWHAG;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;DIP";"26344197;24255178;17085597;15324660";4;P31946;P61981
YWHAG;ACTIVATE;YWHAB;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;ACSN;DIP";"26344197;24255178;17085597;15324660";4;P61981;P31946
YWHAG;INHIBIT;NEFL;"HPRD;Signor;DOMINO;IntAct";"23230147;15324660;15324660;15324660";4;P61981;P07196
SLC50A1;ACTIVATE;TRPV2;"HPRD;TRIP";"15547947;14991772";2;Q9BRV3;Q9Y5S1
HCK;ACTIVATE;EGFR;"Laudanna_effects;BioGRID;Laudanna_sigflow;Wang;IntAct";"25402006;24658140;23397142;24658140";4;P08631;P00533
HCK;ACTIVATE;TRPV4;"HPRD;PhosphoPoint;TRIP";"12538589;12538589";2;P08631;Q9HBA0
HCK;ACTIVATE;PIK3R2;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;PhosphoPoint;IntAct";"12029088;12029088";2;P08631;O00459
HCK;ACTIVATE;PLCG1;"Laudanna_effects;HPRD;Laudanna_sigflow;HPRD-phos;PhosphoPoint;IntAct;CA1;Signor;MIMP;Wang";"7682059;16497976;17016520;8657103;20068231;17389395;15144186;7682059;18707149;1689310;8885868;23397142;8657103;7682059;15144186;10586033;1689310;8885868";18;P08631;P19174
HCK;ACTIVATE;SOS1;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;PhosphoPoint;IntAct";"23397142;17141806;12029088;12029088";4;P08631;Q07889
HCK;ACTIVATE;BCR;"PhosphoSite;Laudanna_effects;HPRD;Laudanna_sigflow;HPRD-phos;dbPTM;PhosphoPoint;phosphoELM;Signor;BioGRID;MIMP;Wang;PhosphoNetworks";"16912036;18083107;19690332;9407116;12522270;16497976;9407116;9178913;12522270;8955135;12592324;10849448;8955135;9178913;9407116;12522270";16;P08631;P11274
HCK;ACTIVATE;GAB1;"Wang;Laudanna_effects;Laudanna_sigflow;IntAct";24728074;1;P08631;Q13480
HCK;ACTIVATE;ABL1;"Laudanna_effects;PhosphoSite_dir;Laudanna_sigflow;PhosphoSite;HPRD;PhosphoSite_noref;SPIKE;IntAct;MIMP;Wang;DOMINO";"20841568;18775435;12644574;16858728;17289588;17164333;20585028;8441409;24708674;10849448;10849448;9407116;10849448";13;P08631;P00519
HCK;ACTIVATE;KIT;"Laudanna_effects;HPRD;Laudanna_sigflow;CancerCellMap;Wang;PhosphoPoint;IntAct";"11071635;24728074;11071635";3;P08631;P10721
HCK;ACTIVATE;BCAR1;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;PhosphoPoint";9020138;1;P08631;P56945
HCK;ACTIVATE;RAPGEF1;"PhosphoSite_dir;PhosphoSite;HPRD-phos;dbPTM;PhosphoPoint;phosphoELM;Signor;BioGRID;MIMP;HPRD;PhosphoNetworks";"24396067;20581864;18957052;12734187;15320955;14551197;24396067;21876762;10318861;14551197;15320955;14551197;14551197;12734187;10318861;14551197;14551197;12734187;10318861";19;P08631;Q13905
HCK;ACTIVATE;PIK3R1;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;PhosphoPoint;IntAct";"12029088;12029088";2;P08631;P27986
HCK;ACTIVATE;CBL;"Laudanna_effects;HPRD;Laudanna_sigflow;HPRD-phos;PhosphoPoint;BioGRID;MIMP;Wang;PhosphoNetworks";"10092522;11994282;10799548;9890970;11239464;10092522;8995358;10799548;22974441;9890970;11896602;12032836;10092522;11994282;10799548;9890970;11239464";17;P08631;P22681
HCK;ACTIVATE;PTK2;"Wang;Laudanna_effects;BioGRID;Laudanna_sigflow";25814554;1;P08631;Q05397
HCK;ACTIVATE;ABL2;"HPRD;SPIKE;IntAct";"20841568;12748290;21988832;12748290";4;P08631;P42684
HCK;ACTIVATE;STAT5B;"Laudanna_effects;PhosphoSite;Laudanna_sigflow;dbPTM;phosphoELM;MIMP;PhosphoSite_dir;Wang";"12411494;17997837;18550772;16772534;17822672;11751923;12411494;18083107;17997837;12411494";10;P08631;P51692
HCK;ACTIVATE;PIK3CB;"Wang;PhosphoPoint;HPRD;IntAct";"23397142;12029088";2;P08631;P42338
HCK;ACTIVATE;PIK3R3;"Wang;Laudanna_effects;BioGRID;Laudanna_sigflow";25814554;1;P08631;Q92569
CSK;INHIBIT;HCK;"Laudanna_effects;HPRD;Laudanna_sigflow;MIMP;Wang;PhosphoPoint";11976726;1;P41240;P08631
HCK;ACTIVATE;ADAM15;"PhosphoSite;dbPTM;PhosphoPoint;phosphoELM;IntAct;Signor;BioGRID;MIMP;PhosphoSite_dir;HPRD;DOMINO;PhosphoNetworks";"11741929;11741929;11741929;16374509;11741929;11741929;16374509;11741929;16374509;11741929;16374509;11741929";12;P08631;Q13444
HCK;ACTIVATE;FCGR2A;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;PhosphoPoint;KEGG";9268059;1;P08631;P12318
HCK;ACTIVATE;FCGR1A;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;PhosphoPoint;KEGG";8064233;1;P08631;P12314
HCK;ACTIVATE;ELMO1;"Laudanna_effects;PhosphoSite_dir;Laudanna_sigflow;PhosphoSite;HPRD;PhosphoSite_noref;dbPTM;PhosphoPoint;IntAct;Signor;BioGRID;MIMP;Wang";"15952790;24928514;15952790;12029088;12029088;12029088";6;P08631;Q92556
SNF8;ACTIVATE;TRPC6;TRIP;23171048;1;Q96H20;Q9Y210
PKD1L3;ACTIVATE;PKD2L1;"IntAct;TRIP";"18535624;23212381;20538909;16891422;18535624";5;Q7Z443;Q9P0L9
CSNK2A1;ACTIVATE;MYH9;"Signor;PhosphoSite;BioGRID;MIMP;PhosphoSite_dir";"18971378;22123909;21316371;17567956;19826041;22123909;18971378;16186248";8;P68400;P35579
DAPK1;ACTIVATE;TPM1;"Laudanna_effects;PhosphoSite;Laudanna_sigflow;PhosphoSite_dir;Wang;SPIKE";"17895359;23712688;23157718";3;P53355;P09493
PRKACA;ACTIVATE;AQP2;"PhosphoSite;PhosphoSite_dir;KEGG;MIMP";"17940053;14519593;12194985;11067864;18664568;19357255;11042132;17138647;16120822;18042467;17965877;22778181;11076974;16303856";14;P17612;P41181
TP53;ACTIVATE;ID2;SPIKE;16557594;1;P04637;Q02363
ZBTB16;ACTIVATE;ID2;SPIKE;19723763;1;Q05516;Q02363
CDK2;INHIBIT;ID2;"Laudanna_sigflow;HPRD-phos;PhosphoPoint;phosphoELM;Signor;CancerCellMap;BioGRID;MIMP;HPRD";"9029153;9029153;9029153;9029153;9372912;9029153;9029153";7;P24941;Q02363
ID2;INHIBIT;ATOH1;SPIKE;16407553;1;Q02363;Q92858
NUMB;ACTIVATE;ITCH;"SignaLink3;Signor;HPRD;BioGRID;ACSN";"20818436;18628966;12682059;20818436;20818436;18628966;12682059;12682059";8;P49757;Q96J02
NUMB;INHIBIT;TRPV6;TRIP;"23140583;24704446";2;P49757;Q9H1D0
NUMB;ACTIVATE;TP53;"Laudanna_effects;Signor;Laudanna_sigflow;BioGRID;Wang;DIP";"18492217;23881403;18172499;22157679;18172499";5;P49757;P04637
NUMB;ACTIVATE;APP;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;IntAct";"25241761;21832049;25241761;12011466";4;P49757;P05067
PRKCI;INHIBIT;NUMB;"Wang;Laudanna_effects;Laudanna_sigflow;Signor";17609107;1;P41743;P49757
SIAH1;INHIBIT;NUMB;"HPRD;Signor;BioGRID;IntAct";"11752454;11752454;21988832;21988832;11752454";5;Q8IUQ4;P49757
NUMB;INHIBIT;GLI1;"ACSN;Signor;BioGRID";"20818436;20818436";2;P49757;P08151
NUMB;INHIBIT;MDM2;"HPRD;Signor;BioGRID;DIP";"20940030;12646252;22337874;18172499;23252402;16678796;12646252;9632782;18172499;12646252;9632782";11;P49757;Q00987
MDM2;INHIBIT;NUMB;"HPRD;Signor;BioGRID;DIP";"20940030;12646252;22337874;18172499;23252402;16678796;12646252;9632782;18172499;12646252;9632782";11;Q00987;P49757
CAMK1;INHIBIT;NUMB;"PhosphoSite;Signor";17022975;1;Q14012;P49757
MSI1;INHIBIT;NUMB;Signor;20477901;1;O43347;P49757
SLC30A9;INHIBIT;NUMB;Signor;11782429;1;Q6PML9;P49757
LNX1;INHIBIT;NUMB;"Signor;BioGRID;Laudanna_sigflow;HPRD;ELM;IntAct";"11782429;9535908;9846878;9535908;14990566;11782429;16002321;16002321;9535908;11782429";10;Q8TBB1;P49757
AAK1;ACTIVATE;NUMB;"PhosphoSite;Signor;PhosphoSite_dir;MIMP;phosphoELM";"18657069;18657069;17609107;18657069";4;Q2M2I8;P49757
PIRT;ACTIVATE;TRPV1;TRIP;18455988;1;P0C851;Q8NER1
CABP1;ACTIVATE;ITPR1;"HPRD;Laudanna_effects;BioGRID;Laudanna_sigflow";"12032348;14685260;12032348;14570872;14685260";5;Q9NZU7;Q14643
ITPR1;ACTIVATE;TRPC3;"HPRD;TRIP";"10518223;20022948;18205297;20378853;23045459;11524429;9853757;15623527;15104175;12606542";10;Q14643;Q13507
LYN;ACTIVATE;ITPR1;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;PhosphoPoint";11782428;1;P07948;Q14643
FYN;ACTIVATE;ITPR1;"Laudanna_effects;PhosphoSite_dir;Laudanna_sigflow;PhosphoSite;HPRD;PhosphoPoint;phosphoELM;Signor;MIMP;Wang;PhosphoNetworks";"14761954;18056410;14761954;14761954;14761954";5;P06241;Q14643
AKT1;INHIBIT;ITPR1;"SPIKE;BioGRID;IntAct";"18955969;18250332;24947355";3;P31749;Q14643
ANK1;ACTIVATE;ITPR1;"Laudanna_effects;Laudanna_sigflow;Wang;KEGG;CA1";8384211;1;P16157;Q14643
ITPRIPL1;ACTIVATE;ITPR1;Signor;21368195;1;Q6GPH6;Q14643
MRVI1;INHIBIT;ITPR1;"HPRD;KEGG";10724174;1;Q9Y6F6;Q14643
CHRM1;ACTIVATE;TRPC6;TRIP;15994335;1;P11229;Q9Y210
CHRM1;ACTIVATE;GNAQ;"Wang;Laudanna_effects;Laudanna_sigflow;CA1";"1341877;8576109;3110621";3;P11229;P50148
CHRM1;ACTIVATE;GNA11;"Laudanna_effects;Laudanna_sigflow;Wang;KEGG;CA1";"12200418;14976183";2;P11229;P29992
MAP7;ACTIVATE;TRPV4;"HPRD;BioGRID;TRIP";"14517216;14517216;14517216";3;Q14244;Q9HBA0
LCK;ACTIVATE;PTEN;"PhosphoSite;Signor;MIMP;phosphoELM;PhosphoNetworks";"11948419;12297295;10866658;11948419;12077256";5;P06239;P60484
SRC;INHIBIT;PTEN;"PhosphoSite;Signor;PhosphoSite_dir;MIMP;PhosphoSite_noref";"12869565;21532586;25829446;23995781";4;P12931;P60484
PTEN;ACTIVATE;E2F1;SPIKE;17218262;1;P60484;Q01094
CSNK2A1;INHIBIT;PTEN;"PhosphoSite_dir;PhosphoSite;HPRD-phos;ACSN;PhosphoSite_noref;PhosphoPoint;phosphoELM;Signor;BioGRID;MIMP;HPRD;PhosphoNetworks";"21779440;16690621;14976311;11035045;12077256;24706748;26411369;12869565;25823029;22413754;11431330;18321849;10866658;17240336;17565999;24766807;16107342;10866658;11035045;12297295;12297295;15717329;12297295";23;P68400;P60484
PTEN;INHIBIT;STAT5A;"Signor;IntAct";"20596030;20596030";2;P60484;P42229
PLK3;INHIBIT;PTEN;"PhosphoSite;Signor;PhosphoSite_dir;MIMP;dbPTM";"20940307;19629644;12297295;16107342;24047694;12297295;20940307";7;Q9H4B4;P60484
PTEN;INHIBIT;SHC1;"Wang;DEPOD;Laudanna_sigflow;Laudanna_effects";"10427092;21206972";2;P60484;P29353
TP53;ACTIVATE;PTEN;"Laudanna_effects;Wang;Laudanna_sigflow;HPRD;BioGRID;ACSN;SPIKE";"18431400;12620407;24141722;14559824;12620407";5;P04637;P60484
PTEN;INHIBIT;AKT1;"SignaLink3;Laudanna_effects;Wang;Laudanna_sigflow;HPRD;PhosphoPoint;ACSN;SPIKE;IntAct";"15184909;12040186;9779982;15534002;16288286;19903340;14585353;19903340;20596030;12297295;10866658;12077256";12;P60484;P31749
PTEN;ACTIVATE;PPM1A;Signor;18482992;1;P60484;P35813
RELA;INHIBIT;PTEN;SPIKE;14729949;1;Q04206;P60484
GSK3B;INHIBIT;PTEN;"PhosphoSite;PhosphoSite_dir;ACSN;PhosphoSite_noref;PhosphoPoint;phosphoELM;SignaLink3;Signor;MIMP;PhosphoNetworks";"16107342;16107342;16107342";3;P49841;P60484
PTEN;INHIBIT;BMI1;"Wang;Laudanna_effects;Laudanna_sigflow;IntAct";19903340;1;P60484;P35226
PPARG;INHIBIT;PTEN;Signor;23128507;1;P37231;P60484
CDC42;ACTIVATE;PTEN;SignaLink3;16381926;1;P60953;P60484
ROCK1;ACTIVATE;PTEN;"Laudanna_effects;PhosphoSite_dir;Laudanna_sigflow;PhosphoSite;ACSN;PhosphoSite_noref;PhosphoPoint;KEGG;phosphoELM;Signor;MIMP;Wang";"15793569;15793569;12297295;15793569";4;Q13464;P60484
PTEN;INHIBIT;SP1;SPIKE;12804776;1;P60484;P08047
PTEN;ACTIVATE;RAC1;SignaLink3;10753747;1;P60484;P63000
PTEN;INHIBIT;AKT2;"Wang;SignaLink3;Laudanna_effects;Laudanna_sigflow";10970827;1;P60484;P31751
EGR1;ACTIVATE;PTEN;SPIKE;12384981;1;P18146;P60484
PTEN;INHIBIT;AR;"Laudanna_effects;HPRD;Laudanna_sigflow;CancerCellMap;BioGRID;Wang";"15205473;15205473;15205473";3;P60484;P10275
STK11;INHIBIT;PTEN;"PhosphoSite;Signor;MIMP;HPRD;PhosphoPoint;phosphoELM";"18321849;15987703;21779440;18321849;10866658;15987703";6;Q15831;P60484
PIK3C3;ACTIVATE;PTEN;Signor;20212113;1;Q8NEB9;P60484
PTEN;ACTIVATE;PDPK1;SignaLink3;11943559;1;P60484;O15530
PTEN;INHIBIT;PTK2;"Laudanna_effects;Signor;Laudanna_sigflow;PhosphoPoint;BioGRID;Wang;DEPOD;KEGG;IntAct";"10400703;9616126;10427092;10400703;15717329;11857088;10400703;23397142";8;P60484;Q05397
XIAP;ACTIVATE;PTEN;"Wang;Laudanna_effects;BioGRID;Laudanna_sigflow";"19473982;22427670";2;P98170;P60484
PREX2;INHIBIT;PTEN;SPIKE;19729658;1;Q70Z35;P60484
PTEN;INHIBIT;PIK3CB;"ACSN;SignaLink3";18794881;1;P60484;P42338
FGFR2;ACTIVATE;PTEN;"Laudanna_effects;PhosphoSite;Laudanna_sigflow;Signor;MIMP;Wang";22891331;1;P21802;P60484
MAGI2;ACTIVATE;PTEN;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;DOMINO;LMPID";"10760291;15951562;10760291;10760291";4;Q86UL8;P60484
MAGI3;ACTIVATE;PTEN;"Laudanna_effects;HPRD;Laudanna_sigflow;IntAct;LMPID;BioGRID;Wang;DOMINO";"15951562;10748157;10748157;10748157;10748157;10748157";6;Q5TCQ9;P60484
MAST1;INHIBIT;PTEN;"Signor;HPRD;PhosphoPoint;LMPID";"15951562;15951562;15951562";3;Q9Y2H9;P60484
TNKS;ACTIVATE;PTEN;"Wang;Laudanna_effects;BioGRID;Laudanna_sigflow";25547115;1;O95271;P60484
MAST3;ACTIVATE;PTEN;"Signor;HPRD;IntAct;LMPID";"15951562;15951562;15951562;15951562";4;O60307;P60484
MAST2;ACTIVATE;PTEN;"Signor;HPRD;PhosphoPoint;LMPID";"15951562;10646847;15951562;15951562";4;Q6P0Q8;P60484
ACTN1;ACTIVATE;PKD2L1;"Wang;Laudanna_effects;Laudanna_sigflow;TRIP";17944866;1;P12814;Q9P0L9
TNNI3;INHIBIT;PKD2L1;"HPRD;BioGRID;TRIP";"12809519;12809519;12809519";3;P19429;Q9P0L9
PKD1;ACTIVATE;PKD2L1;TRIP;"16609150;15548533";2;P98161;Q9P0L9
TNNI1;INHIBIT;PKD2L1;TRIP;12809519;1;P19237;Q9P0L9
CABP1;INHIBIT;CACNA1C;"Laudanna_effects;BioGRID;Laudanna_sigflow;HPRD;IntAct;DIP";"15140941;21134641;15140941;15140941";4;Q9NZU7;Q13936
PRKCA;INHIBIT;CACNA1C;"Wang;Laudanna_effects;Laudanna_sigflow;CA1";11035786;1;P17252;Q13936
SRC;ACTIVATE;CACNA1C;"Laudanna_effects;PhosphoSite;Laudanna_sigflow;PhosphoSite_dir;MIMP;Wang;CA1";"12850569;17942635";2;P12931;Q13936
PRKD1;ACTIVATE;CACNA1C;"PhosphoSite_dir;Signor;PhosphoSite;MIMP";"22100296;22310722;22100296";3;Q15139;Q13936
FYN;ACTIVATE;CACNA1C;"Wang;Laudanna_effects;Laudanna_sigflow;CA1";12850569;1;P06241;Q13936
SYT1;ACTIVATE;CACNA1C;"Wang;Laudanna_effects;Laudanna_sigflow;CA1";12645522;1;P21579;Q13936
PPP2R5C;ACTIVATE;CACNA1C;"Wang;Laudanna_effects;Laudanna_sigflow;CA1";10984483;1;Q13362;Q13936
RACK1;INHIBIT;TRPM7;TRIP;18258429;1;P63244;Q96QT4
RACK1;INHIBIT;PKD2L2;TRIP;22174419;1;P63244;Q9NZM6
SRC;ACTIVATE;RACK1;"PhosphoSite;Signor;PhosphoSite_dir;BioGRID;MIMP;HPRD;PhosphoPoint;phosphoELM";"12400005;22523568;22174419;16849317;21685945;12400005;12400005;9584165;18596232;11279199;9584165";11;P12931;P63244
RACK1;INHIBIT;TRPM6;TRIP;18258429;1;P63244;Q9BX84
RACK1;INHIBIT;IGF1R;"Laudanna_effects;HPRD;Laudanna_sigflow;PhosphoPoint;SignaLink3;BioGRID;Wang;InnateDB";"11964397;11884618;16382134;11884618;20871634;16382134;11884618;16382134";8;P63244;P08069
RACK1;INHIBIT;TP63;"Wang;Laudanna_effects;BioGRID;Laudanna_sigflow";"12692135;15467455";2;P63244;Q9H3D4
ABL1;ACTIVATE;RACK1;"PhosphoSite;Signor;PhosphoSite_dir;MIMP;SPIKE";"19423701;20841568;19423701;19423701";4;P00519;P63244
RACK1;ACTIVATE;STAT3;"HPRD;SignaLink3;InnateDB";"16382134;16382134;16382134";3;P63244;P40763
RACK1;ACTIVATE;RASA1;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang";"11350068;11350068";2;P63244;P20936
RACK1;ACTIVATE;PTK7;Signor;21350015;1;P63244;Q13308
MAPK8;ACTIVATE;ITCH;"Signor;BioGRID;ACSN;SPIKE;KEGG";"16469705;16446428;16469705;16446428";4;P45983;Q96J02
YAP1;INHIBIT;ITCH;SPIKE;19788416;1;P46937;Q96J02
ITCH;INHIBIT;TP63;"Laudanna_effects;BioGRID;Laudanna_sigflow;Wang;SPIKE;LMPID";"16908849;16861923;20855944;25485500;20855944;23370280;16908849;22935697";8;Q96J02;Q9H3D4
ITCH;ACTIVATE;TNFAIP3;"SignaLink3;Signor";"18246070;18246070";2;Q96J02;P21580
ITCH;ACTIVATE;SMAD2;"SignaLink3;Signor;BioGRID";"15350225;15350225;15350225";3;Q96J02;Q15796
ITCH;INHIBIT;ERBB4;"Laudanna_effects;BioGRID;Laudanna_sigflow;Wang;LMPID;InnateDB";"18334649;20855944;17463226;18334649;17463226";5;Q96J02;Q15303
ITCH;INHIBIT;GLI1;"ACSN;Signor;BioGRID;IntAct";"20818436;17115028;20818436;20818436";4;Q96J02;P08151
ITCH;ACTIVATE;CXCR4;"Wang;Laudanna_effects;BioGRID;Laudanna_sigflow";"22275353;19116316;24489825";3;Q96J02;P61073
ITCH;INHIBIT;CFLAR;"ACSN;SPIKE;KEGG;BioGRID";"18786561;19808964;21474069;19090833;18559494";5;Q96J02;O15519
CSK;INHIBIT;ITCH;Signor;16888620;1;P41240;Q96J02
ITCH;ACTIVATE;SH3GL2;"Laudanna_effects;BioGRID;Laudanna_sigflow;HPRD;DOMINO;IntAct;InnateDB";"14684745;14684745;26613292;17038327;14684745;14684745";6;Q96J02;Q99962
N4BP1;INHIBIT;ITCH;"Laudanna_effects;BioGRID;Laudanna_sigflow;DIP;Wang;InnateDB";"17592138;17592138;17592138";3;O75113;Q96J02
ITCH;ACTIVATE;HGS;"Wang;Laudanna_effects;BioGRID;Laudanna_sigflow";"14602072;26508657";2;Q96J02;O14964
ITCH;INHIBIT;TNIP2;Signor;16469705;1;Q96J02;Q8NFZ5
ITCH;INHIBIT;DTX1;"HPRD;Signor;BioGRID;IntAct";"17028573;17028573;18628966;17028573;17028573";5;Q96J02;Q86Y01
RNF11;ACTIVATE;ITCH;"SignaLink3;Signor;BioGRID;HPRD;IntAct";"19131965;19131965;20676133;22507528;14559117;19131965;20676133;14559117;19131965";9;Q9Y3C5;Q96J02
NUMBL;ACTIVATE;ITCH;SignaLink3;16508312;1;Q9Y6R0;Q96J02
MCOLN3;ACTIVATE;MCOLN1;TRIP;"16606612;19557826;23469151;19522758;20736310;19885840";6;Q8TDD5;Q9GZU1
